ticker,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType
SDV,UPCOM,Dịch vụ Sonadezi,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,451,258.0,0.001,http://www.sonadezi-sdv.com.vn,,-0.078,0.043,0.454,5.0,5.0,CT
TV4,HNX,Tư vấn XD Điện 4,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,446,485.0,0.0,http://www.pecc4.vn,3.2,-0.06,-0.039,0.157,19.8,17.7,CT
SVG,UPCOM,Hơi kỹ nghệ Que hàn,185.0,2727,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,444,205.0,0.0,http://www.sovigaz.com.vn,2.8,-0.162,-0.261,-0.478,29.4,29.4,CT
MND,UPCOM,Môi trường Nam Định,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,407,283.0,0.0,http://www.moitruongnamdinh.com.vn,,-0.016,0.078,0.343,2.2,2.2,CT
TCL,HOSE,Tan Cang Logistics,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,404,4368.0,0.047,http://www.tancanglogistics.com.vn,2.9,-0.064,-0.077,0.038,30.2,30.2,CT
PTT,UPCOM,Vận tải Dầu khí Đông Dương,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,387,0.0,0.0,http://www.pvtrans-ptt.com,,0.018,0.388,0.388,10.0,10.0,CT
SPP,UPCOM,Bao bì Nhựa SG,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,354,858.0,0.017,http://www.saplastic.com.vn,,-0.016,-0.172,-0.323,25.1,25.1,CT
CMP,UPCOM,Cảng Chân Mây,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,309,257.0,0.0,https://chanmayport.com.vn/,2.9,-0.016,0.078,0.343,32.4,32.4,CT
NAG,HNX,Tập đoàn Nagakawa,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,294,1067.0,0.013,https://nagakawa.com.vn,,-0.025,0.06,0.489,31.6,30.6,CT
PDV,UPCOM,Vận tải Phương Đông Việt,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,282,0.0,0.0,http://www.pvoilshipping.vn,2.8,0.061,0.088,0.161,31.1,25.1,CT
PSP,UPCOM,DV Dầu Khí Đình Vũ,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,249,0.0,0.0,http://www.ptscdinhvu.com.vn,2.7,-0.003,0.132,-0.097,40.0,22.5,CT
WTC,UPCOM,Vận tải thủy Vinacomin,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,246,753.0,0.002,http://www.vantaithuytkv.vn,2.9,0.057,0.062,-0.359,10.0,10.0,CT
GSP,HOSE,Gas Shipping,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,218,350.0,0.011,http://www.gasshipping.com.vn,2.7,-0.074,-0.138,-0.231,55.8,55.8,CT
LM7,HNX,LILAMA 7,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,207,431.0,0.003,https://lilama7.com.vn/,,-0.096,-0.245,-0.303,5.0,5.0,CT
CKA,UPCOM,Cơ khí An Giang,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,190,185.0,0.002,http://www.cokhiangiang.com.vn,,-0.158,0.002,0.267,3.3,3.3,CT
L35,HNX,Cơ khí Lilama,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,189,447.0,0.0,http://www.lilamaemc.com.vn,,-0.016,0.151,-0.062,3.3,3.3,CT
IST,UPCOM,ICD Tân Cảng Sóng Thần,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,152,236.0,0.001,http://www.icdsongthan.com.vn,3.3,0.132,0.045,0.474,12.0,12.0,CT
VLG,UPCOM,VIMC Logistics,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,123,0.0,0.027,http://www.vimclogistics.com.vn,,-0.066,-0.13,-0.369,14.2,14.2,CT
IPA,HNX,Tập đoàn Đầu tư I.P.A,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,123,3145.0,0.005,http://www.ipa.com.vn,2.7,0.072,-0.16,-0.447,213.8,213.8,CT
PCT,HNX,Vận tải Khí và Hóa chất Việt Nam,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,61,1610.0,0.0,http://www.pct.com.vn,,0.001,0.139,0.09,27.6,23.0,CT
CPI,UPCOM,Đầu tư Cảng Cái Lân,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,39,0.0,0.0,http://www.cailanportinvest.com.vn,,0.047,0.251,-0.237,36.5,36.5,CT
CVP,UPCOM,Cảng Cửa Việt,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,20,20.0,0.0,https://cuavietport.com,,-0.016,0.078,,3.4,3.4,CT
CLL,HOSE,Cảng Cát Lái,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,15,775.0,0.07,http://catlaiport.com.vn,2.9,-0.02,0.05,0.083,34.0,34.0,CT
PPE,HNX,PVPower Engineering,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,8,107.0,0.003,http://www.pvpe.vn,,-0.016,0.078,0.664,2.0,2.0,CT
NOS,UPCOM,Vận tải Biển và Thương mại Phương Đông,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,,0.0,0.0,http://www.ostc.com.vn,,-0.106,-0.255,-0.312,19.5,20.1,CT
PHP,UPCOM,Cảng Hải Phòng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,3394,3185.0,0.001,http://www.haiphongport.com.vn,2.8,-0.022,0.227,-0.15,327.0,327.0,CT
FT1,UPCOM,Phụ tùng máy số 1,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,1100,942.0,0.004,http://www.futu1.com.vn,,-0.109,-0.094,0.214,7.1,7.1,CT
AMS,UPCOM,Cơ khí Xây dựng AMECC (Xây dựng LISEMCO 2),198.0,2797,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,935,0.0,0.313,http://www.amecc.com.vn,2.9,-0.062,0.018,-0.314,36.6,36.6,CT
SGP,UPCOM,Cảng Sài Gòn,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,935,1004.0,0.0,http://www.saigonport.vn,3.1,-0.044,-0.228,-0.391,216.3,216.3,CT
CTT,HNX,Chế tạo máy Vinacomin,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,860,1066.0,0.001,http://chetaomay.com.vn/,,-0.016,0.123,0.462,4.7,4.7,CT
SCY,UPCOM,Đóng tàu Sông Cấm,188.0,2753,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,835,0.0,0.0,http://www.songcam.vn,2.4,-0.016,0.078,0.343,62.0,62.0,CT
VOS,HOSE,Vận tải Biển Việt Nam,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,832,0.0,0.012,http://www.vosco.com.vn,3.0,-0.034,-0.31,-0.347,140.0,140.0,CT
CDN,HNX,Cảng Đà Nẵng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,717,647.0,0.206,http://www.danangport.com,3.3,0.036,0.102,0.18,99.0,99.0,CT
LMI,UPCOM,Lắp máy IDICO,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,684,155.0,0.019,http://www.lamaidico.com.vn,,-0.016,0.223,0.427,5.5,5.5,CT
UDL,UPCOM,Đô thị và Môi trường Đắk Lắk,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,675,856.0,0.0,http://www.moitruongdothidaklak.com.vn,,-0.016,0.078,0.377,6.6,6.6,CT
SZE,UPCOM,Môi trường Sonadezi,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,618,791.0,0.0,http://www.sonaenco.com.vn,2.8,-0.048,0.015,0.137,30.0,30.0,CT
PMP,HNX,Bao bì Đạm Phú Mỹ,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,421,139.0,0.007,http://www.dpmp.vn,,0.063,-0.4,-0.175,4.2,4.2,CT
ILB,HOSE,ICD Tân Cảng Long Bình,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,333,1606.0,0.015,http://www.icdlongbinh.com,2.9,-0.127,-0.22,-0.015,24.5,24.5,CT
VSE,UPCOM,DV Đường cao tốc Việt Nam,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,250,114.0,0.022,http://www.vecs.com.vn,,0.046,-0.059,-0.113,8.9,8.9,CT
CE1,UPCOM,Thiết bị Công nghiệp CIE1,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,194,147.0,0.0,http://www.cie1.com.vn,,-0.016,0.078,0.343,6.0,6.0,CT
QHD,HNX,Que hàn Việt Đức,185.0,2727,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,184,417.0,0.003,http://www.viwelco.com.vn,,-0.103,-0.021,0.369,5.5,5.5,CT
PVP,UPCOM,Vận tải Dầu khí Thái Bình Dương,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,23,0.0,0.0,http://www.pacific.pvtrans.com,3.4,-0.139,-0.213,-0.259,94.3,94.3,CT
TCO,HOSE,Vận tải Duyên Hải,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,11,1986.0,0.024,http://www.tasaduyenhai.com,2.8,0.014,0.141,-0.274,18.7,18.7,CT
QSP,UPCOM,Tân cảng Quy Nhơn,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,9,867.0,0.007,http://www.quynhonnewport.vn,,-0.082,0.058,0.259,10.8,10.8,CT
VPA,UPCOM,Vận tải Hóa dầu VP,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,8,925.0,0.0,http://www.vptrans.vn,,0.144,-0.093,-0.307,15.1,15.1,CT
LPT,UPCOM,TM và SX Lập Phương Thành,196.0,2793,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,0,1033.0,0.0,http://lapphuongthanh.vn,3.1,-0.137,-0.085,-0.277,12.0,12.0,CT
PAP,UPCOM,Cảng Phước An,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,,159.0,0.0,http://www.pap.vn,2.3,0.457,0.77,0.319,200.0,150.0,CT
VTP,UPCOM,Bưu chính Viettel,190.0,2771,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,10060,6033.0,0.203,http://www.viettelpost.com.vn,2.6,-0.081,-0.308,-0.293,113.2,103.6,CT
MQN,UPCOM,Môi trường đô thị Quảng Ngãi,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,583,0.0,0.0,https://moitruongdothiquangngai.com.vn,,-0.081,-0.201,-0.005,5.1,5.1,CT
HAH,HOSE,Vận tải và Xếp dỡ Hải An,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,470,7839.0,0.132,http://www.haiants.vn,3.5,-0.071,-0.298,-0.167,70.3,68.3,CT
CIA,HNX,DV Sân Bay Cam Ranh,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,461,173.0,0.009,http://www.cias.vn,,-0.016,0.01,-0.081,18.7,19.7,CT
PSN,UPCOM,PTSC Thanh Hóa,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,437,422.0,0.0,http://www.ptscthanhhoa.com.vn,2.5,-0.016,0.204,0.663,40.0,40.0,CT
NAP,HNX,Cảng Nghệ Tĩnh,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,420,560.0,0.0,http://nghetinhport.com.vn,,-0.016,0.045,0.443,21.5,21.5,CT
MTB,UPCOM,Công trình đô thị tỉnh Thái Bình,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,379,373.0,0.0,,1.0,-0.016,0.078,0.114,6.3,6.3,CT
PBT,UPCOM,PV Building,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,328,133.0,0.0,http://www.pvbuilding.com.vn,,-0.016,-0.06,0.093,17.5,17.5,CT
HEM,UPCOM,Chế tạo điện cơ Hà Nội,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,317,0.0,0.0,http://www.hem.vn,2.2,-0.016,0.029,0.095,38.7,38.7,CT
TOT,HNX,Vận tải Transimex,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,234,232.0,0.033,http://www.transimextrans.com.vn,,0.054,0.001,0.435,5.5,5.5,CT
CCR,HNX,Cảng Cam Ranh,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,230,462.0,0.001,https://camranhport.vn/,2.7,-0.111,-0.083,,24.5,24.5,CT
MQB,UPCOM,Môi trường và PT đô thị Quảng Bình,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,214,207.0,0.0,http://www.urencoquangbinh.com.vn,,-0.016,0.078,0.343,3.7,3.7,CT
DNL,UPCOM,Logistics Cảng Đà Nẵng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,166,294.0,0.004,http://www.danalog.com.vn,,-0.016,-0.096,0.001,4.3,4.3,CT
PNP,UPCOM,Tân Cảng - Phú Hữu,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,155,265.0,0.0,http://www.phuhuuport.com,3.2,-0.016,-0.017,-0.076,16.1,16.1,CT
DNE,UPCOM,Môi trường Đô thị Đà Nẵng,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,1272,940.0,0.012,http://www.moitruongdothidanang.com.vn,,-0.106,-0.003,0.154,5.8,5.8,CT
MIE,UPCOM,Máy và Thiết bị Công nghiệp,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,1066,383.0,0.0,http://www.mie.com.vn,2.3,-0.016,0.218,0.403,142.0,142.0,CT
VEA,UPCOM,Máy động lực và Máy NN,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,1052,1912.0,0.051,http://www.veamcorp.com,3.1,-0.064,-0.009,0.27,1328.8,1328.8,CT
THU,UPCOM,Môi trường và CTĐT Thanh Hóa,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,978,338.0,0.0,http://www.urencothanhhoa.com.vn,,-0.016,0.078,0.343,3.3,3.3,CT
HHR,UPCOM,Đường sắt Hà Hải,192.0,2775,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,954,0.0,0.0,http://www.duongsathahai.vn,,-0.016,0.078,0.343,1.4,1.4,CT
NUE,UPCOM,Môi trường Đô thị Nha Trang,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,904,627.0,0.0,http://www.urenconhatrang.com.vn,,0.041,0.057,0.476,6.0,6.0,CT
MTS,UPCOM,Vật tư - TKV,198.0,2797,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,765,761.0,0.0,http://www.vmts.vn,,0.012,0.197,0.041,15.0,15.0,CT
HLR,UPCOM,Đường sắt Hà Lạng,192.0,2775,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,719,991.0,0.004,http://www.halang.com.vn,,-0.016,0.078,1.174,1.7,1.7,CT
MVN,UPCOM,TCT Hàng hải Việt Nam,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,687,512.0,0.0,https://vimc.co,2.5,-0.073,-0.202,-0.193,1200.6,6.4,CT
TCW,UPCOM,Kho Vận Tân Cảng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,655,2420.0,0.044,http://tancangwarehousing.com.vn,3.1,-0.049,-0.005,0.055,20.0,20.0,CT
LLM,UPCOM,LILAMA,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,616,0.0,0.0,http://www.lilama.com.vn,2.6,-0.046,-0.182,-0.038,79.7,79.7,CT
MLC,UPCOM,Môi trường Đô thị Tỉnh Lào Cai,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,604,513.0,0.0,https://moitruongdothilaocai.com.vn/,,-0.016,0.078,0.343,4.2,4.2,CT
MTV,UPCOM,Công trình đô thị Vũng Tàu,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,468,342.0,0.0,http://www.dothivungtau.com.vn,,-0.005,0.022,0.36,5.4,5.4,CT
DSV,UPCOM,Đường sắt Vĩnh Phú,192.0,2775,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,456,235.0,0.0,http://www.duongsatvinhphu.com,,-0.016,0.078,0.251,1.2,1.2,CT
NAU,UPCOM,Công trình Đô thị Nghệ An,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,446,465.0,0.0,http://www.moitruongdothinghean.com,,-0.084,-0.347,0.187,3.7,3.7,CT
BMD,UPCOM,Môi trường và DV Đô thị Bình Thuận,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,416,195.0,0.0,https://moitruongdothibinhthuan.vn,,0.318,0.412,1.195,2.8,2.8,CT
USD,UPCOM,Công trình Đô thị Sóc Trăng,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,403,0.0,0.0,http://www.ctdtst.vn,,-0.016,0.055,0.41,5.6,5.6,CT
TSG,UPCOM,TTTH Đường sắt Sài Gòn,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,355,95306.0,0.017,http://www.ttthsaigon.vn,,-0.016,0.224,0.186,3.1,3.1,CT
UCT,UPCOM,Đô thị Cần Thơ,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,351,0.0,0.0,http://www.congtrinhdothicantho.vn,,-0.016,0.078,1.443,5.3,5.3,CT
QNU,UPCOM,Môi trường Đô thị Quảng Nam,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,338,288.0,0.0,http://www.urencoquangnam.com,,-0.016,0.078,0.649,6.8,6.8,CT
DDH,UPCOM,Đảm bảo GTĐT Hải Phòng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,320,254.0,0.0,http://www.gtdthp.com.vn,,-0.016,0.078,2.419,3.6,3.6,CT
VLP,UPCOM,Công trình Công cộng Vĩnh Long,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,258,205.0,0.0,http://www.vipuco.vn,,-0.016,0.078,0.343,3.5,3.5,CT
CDH,UPCOM,CTCC và DV Du lịch Hải Phòng,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,245,267.0,0.0,http://www.ctcc.com.vn,,-0.016,0.078,0.343,2.0,2.0,CT
PBP,HNX,Bao bì Dầu khí VN,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,216,283.0,0.001,http://www.pbp.vn,,-0.354,-0.375,0.197,4.8,4.8,CT
PVM,UPCOM,Thiết bị dầu khí (PV MACHINO),198.0,2797,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,212,1559.0,0.0,https://pvmachino.vn,3.0,-0.142,-0.23,-0.276,38.6,38.6,CT
TNP,UPCOM,Cảng Thị Nại,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,203,124.0,0.0,http://www.thinaiport.com.vn,,-0.016,0.078,0.29,7.1,7.1,CT
SAC,UPCOM,Dịch vụ cảng Sài Gòn,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,166,469.0,0.027,http://www.sasteco.vn,,0.024,0.029,0.065,4.0,4.1,CT
DTB,UPCOM,Công trình Đô thị Bảo Lộc,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,163,194.0,0.0,https://congtydothibaoloc.com/,,-0.016,0.019,1.045,1.6,1.6,CT
TUG,UPCOM,Lai dắt và VT cảng Hải Phòng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,147,0.0,0.061,http://www.tugtranco.vn,,-0.016,0.225,0.525,2.7,2.7,CT
VTK,UPCOM,Tư vấn thiết kế Viettel,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,97,627.0,0.004,http://www.vietteltuvanthietke.com.vn,,-0.029,-0.043,0.408,4.9,4.9,CT
HHN,UPCOM,Vận tải và DV Hàng hóa Hà Nội,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,86,0.0,0.0,http://www.vantaihanoi.com.vn,,-0.016,0.078,0.746,1.4,1.4,CT
ASG,HOSE,Tập đoàn ASG,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,0,0.0,0.009,http://www.asg.net.vn,2.6,-0.046,0.026,0.161,75.7,75.7,CT
AGE,UPCOM,Môi trường Đô thị An Giang,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,686,0.0,0.0,http://www.moitruongdothi.angiang.org.vn,,0.096,-0.104,,19.9,19.9,CT
HTR,UPCOM,Đường sắt Hà Thái,192.0,2775,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,530,306.0,0.0,http://dsht.vn/,,-0.016,0.078,0.534,1.5,1.5,CT
SWC,UPCOM,Đường Sông Miền Nam,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,469,1132.0,0.002,http://www.sowatco.com.vn,3.2,-0.016,0.011,-0.053,67.1,67.1,CT
SAL,UPCOM,Trục vớt Cứu hộ Việt Nam,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,236,155.0,0.0,http://www.visal.com.vn,,0.455,0.078,0.357,8.3,8.3,CT
CAG,HNX,Cảng An Giang,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,120,1025.0,0.002,http://www.angiangport.com.vn,,-0.056,-0.124,-0.409,13.8,13.8,CT
GMA,HNX,Enteco Việt Nam,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,21,127.0,0.0,http://enteco.vn/vi/,2.0,-0.016,0.078,0.224,20.0,20.0,CT
GEX,HOSE,Tập đoàn Gelex,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2012,10665,3914.0,0.097,https://gelex.vn,2.7,0.128,-0.054,-0.337,851.5,851.5,CT
VTX,UPCOM,Vận tải Đa phương thức,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2012,200,536.0,0.0,http://www.vietranstimex.com.vn,2.4,-0.016,0.115,0.359,21.0,21.0,CT
ABR,HOSE,Đầu tư Nhãn Hiệu Việt,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2012,10,513.0,0.488,http://www.vbinvest.com.vn,3.2,-0.016,0.05,-0.178,20.0,20.0,CT
ACV,UPCOM,Cảng Hàng không VN,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2012,0,8633.0,0.038,https://www.vietnamairport.vn,2.7,0.003,0.109,0.228,2177.0,2177.2,CT
ISG,UPCOM,Vận tải biển và Hợp tác LĐ Quốc Tế,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,1141,1058.0,0.0,http://www.inlacosaigon.com,,-0.016,-0.109,-0.055,8.8,8.8,CT
BRS,UPCOM,Dịch vụ Đô thị Bà Rịa,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,382,172.0,0.0,http://www.dothibaria.com,,-0.164,-0.071,0.351,4.5,4.5,CT
TVM,UPCOM,Tư vấn đầu tư Mỏ,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,344,239.0,0.0,http://www.vimcc.vn,,-0.016,0.328,0.548,2.4,2.4,CT
UEM,UPCOM,Cơ điện Uông Bí - Vinacomin,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,195,171.0,0.0,http://www.codienuongbi.vn,,-0.016,0.078,0.34,2.4,2.4,CT
CCT,UPCOM,Cảng Cần Thơ,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,169,111.0,0.0,http://www.canthoport.com.vn/,2.8,0.124,0.325,0.307,28.5,28.5,CT
HKP,UPCOM,Bao bì Hà Tiên,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,154,0.0,0.0,http://www.hakipack.com.vn,,-0.016,0.078,0.749,4.0,4.0,CT
NHP,UPCOM,Sản xuất XNK NHP,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,128,681.0,0.006,http://www.nhpvietnam.com,,0.127,-0.122,-0.457,27.6,27.6,CT
VMS,HNX,Phát triển Hàng Hải,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,128,315.0,0.0,http://vimadeco.com.vn,,-0.244,-0.258,-0.026,9.0,9.0,CT
ITS,UPCOM,Thương mại và DV - Vinacomin,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,96,0.0,0.006,http://itasco.vn/vi,,-0.084,-0.104,-0.376,26.5,26.5,CT
TBH,UPCOM,Tổng Bách Hóa,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,24,224.0,0.0,https://tongbachhoa.vn,2.1,-0.157,-0.188,-0.434,93.1,93.1,CT
CAR,UPCOM,Tập đoàn Giáo dục Trí Việt,196.0,2793,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,0,103.0,0.0,https://trivietgroup.edu.vn,,-0.012,0.029,,3.2,3.2,CT
PTX,UPCOM,VT Petrolimex Nghệ Tĩnh,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,,0.0,0.0,http://www.ptsnghetinh.petrolimex.com.vn,,-0.016,0.078,1.01,5.8,5.8,CT
PLO,UPCOM,Kho vận Petec,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,,0.0,0.0,http://www.peteclogistics.com.vn,,0.102,0.028,-0.044,7.2,7.2,CT
VGR,UPCOM,Cảng xanh VIP,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2014,160,117.0,0.218,http://www.vipgreenport.com.vn,3.1,-0.016,0.092,0.319,63.3,63.3,CT
SGN,HOSE,Phục vụ mặt đất Sài Gòn,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2015,2048,1063.0,0.025,http://www.sags.vn,2.5,-0.093,-0.115,0.131,33.5,33.6,CT
