ticker,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType
LCG,HOSE,LIZEN,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,451,37697.0,0.024,http://lizen.vn/vi,2.8,0.003,-0.263,-0.337,189.6,191.6,CT
BT6,UPCOM,Bê tông 6,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001,242,798.0,0.083,http://www.beton6.com,2.0,-0.016,0.078,0.194,32.9,33.0,CT
HCC,HNX,Bê tông Hòa Cầm,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001,181,520.0,0.216,http://www.betonghoacam.com.vn,,-0.092,-0.127,-0.026,6.5,6.5,CT
DTD,HNX,Đầu tư Phát triển Thành Đạt,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,120,0.0,0.001,http://www.thanhdathanam.vn,3.0,0.014,-0.2,-0.381,42.4,36.3,CT
CII,HOSE,Hạ tầng Kỹ thuật TP.HCM,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,118,39257.0,0.074,http://www.cii.com.vn,2.4,-0.044,-0.217,-0.243,252.2,284.0,CT
KHL,UPCOM,VLXD Hưng Long,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001,115,112.0,0.003,http://www.khoangsanhunglong.com,,-0.016,-0.255,-0.349,12.0,12.0,CT
VC7,HNX,BGI Group,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,107,0.0,0.0,http://www.bgi.vn,1.9,0.148,-0.209,-0.469,48.0,48.0,CT
BTN,UPCOM,Gạch Tuy Nen Bình Định,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001,104,153.0,0.0,http://www.tuynenbinhdinh.com.vn,2.1,-0.141,-0.009,-0.057,4.4,4.5,CT
PTD,HNX,Thiết kế-XD-TM Phúc Thịnh,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,95,162.0,0.185,http://www.phucthinh.com.vn,,-0.016,0.145,0.33,3.2,3.2,CT
TBX,HNX,Xi măng Thái Bình,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001,93,0.0,0.0,http://www.ximangthaibinh.vn,,-0.016,0.078,0.343,1.5,1.5,CT
HAS,HOSE,Hacisco,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,89,1529.0,0.167,https://has.vn/,2.8,0.196,0.025,0.056,7.8,8.0,CT
NAV,HOSE,Tấm lợp và gỗ Nam Việt,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001,24,0.0,0.01,http://www.navifico.vn,3.1,0.131,0.042,-0.012,8.0,8.0,CT
L40,HNX,Đầu tư và Xây dựng 40,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,0,104.0,0.0,http://www.l40.vn,,0.186,0.051,-0.178,3.6,3.6,CT
SDX,UPCOM,PCCC và Đầu tư XD Sông Đà,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,,0.0,0.0,http://www.pcccsongda.vn,,-0.016,0.199,0.464,2.5,2.3,CT
PCC,UPCOM,Xây lắp 1- Petrolimex,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,583,310.0,0.0,http://www.pcc1.petrolimex.com.vn,,-0.016,0.223,0.419,11.5,11.5,CT
VMC,HNX,VIMECO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,548,0.0,0.005,http://www.vimeco.com,2.3,-0.016,-0.231,-0.202,21.6,21.6,CT
SDB,UPCOM,Sông Đà 207,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,541,0.0,0.002,http://www.songda207.vn,,-0.016,-0.065,-0.135,11.0,11.0,CT
DPG,HOSE,Tập đoàn Đạt Phương,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,517,5613.0,0.011,http://www.datphuong.com.vn,2.8,-0.034,-0.269,-0.424,63.0,63.0,CT
SCC,UPCOM,Thương mại Đầu tư SHB,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2002,453,530.0,0.005,http://www.ximangsongda.vn,,-0.016,-0.115,-0.359,4.8,4.9,CT
PEN,HNX,Xây lắp III Petrolimex,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,306,0.0,0.0,http://www.penjico.petrolimex.com.vn,,0.109,0.578,0.492,5.0,5.0,CT
HC3,UPCOM,Xây dựng số 3 Hải Phòng,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,162,333.0,0.002,http://www.haco3.com.vn,3.0,-0.195,-0.125,0.147,20.7,20.7,CT
BCE,HOSE,XD và GT Bình Dương,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,135,1927.0,0.014,http://www.becamexbce.com.vn,2.5,-0.066,-0.137,-0.407,35.0,35.0,CT
QCC,UPCOM,Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,105,143.0,0.008,http://www.qtc.vn,,-0.155,-0.062,0.151,1.3,1.5,CT
INC,HNX,Tư vấn Đầu tư IDICO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,60,0.0,0.066,http://www.idico-incon.com.vn,,-0.016,0.078,0.735,2.0,1.8,CT
XMC,UPCOM,Bê tông Xuân Mai,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,3340,1035.0,0.0,http://www.xmcc.com.vn,2.2,0.012,0.106,-0.231,67.4,67.4,CT
BMP,HOSE,Nhựa Bình Minh,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,1203,0.0,0.857,http://www.binhminhplastic.com,3.1,0.013,0.039,0.286,81.9,81.9,CT
LBM,HOSE,Khoáng sản Lâm Đồng,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,751,885.0,0.133,http://lbm-vn.vn,3.5,0.081,0.118,0.461,20.0,20.0,CT
HAM,UPCOM,Vật tư Hậu Giang,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,707,221.0,0.0,http://www.hamaco.com.vn,,-0.147,-0.209,0.068,9.6,9.3,CT
THG,HOSE,XD Tiền Giang,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003,677,1351.0,0.007,http://www.ticco.com.vn,2.8,-0.021,-0.117,-0.189,20.0,20.0,CT
S96,UPCOM,Sông Đà 9.06,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003,375,0.0,0.012,http://www.songda906.vn,,0.184,-0.255,-0.323,11.2,11.2,CT
GMX,HNX,Gạch ngói Mỹ Xuân,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,365,809.0,0.057,http://www.myxuan-vt.com.vn,,0.075,0.212,0.306,9.0,9.0,CT
TLT,UPCOM,Viglacera Thăng long,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,360,417.0,0.002,http://www.viglacerathanglong.com.vn,,-0.016,0.354,0.665,7.0,7.0,CT
YBC,UPCOM,Xi măng và Khoáng sản Yên Bái,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,331,254.0,0.0,http://ybcmjsc.com.vn,,0.066,-0.043,-0.089,11.8,11.8,CT
TTC,HNX,Gạch men Thanh Thanh,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,321,0.0,0.091,http://www.thanhthanhceramic.com,,0.085,0.169,0.122,5.9,6.0,CT
VC2,HNX,Đầu tư và Xây dựng VINA2,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003,295,0.0,0.001,http://www.vina2.com.vn,2.5,-0.322,-0.206,-0.409,47.2,47.2,CT
SCJ,UPCOM,Xi măng Sài Sơn,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,275,0.0,0.003,http://www.ximangsaison.com,2.1,-0.087,-0.055,-0.46,37.8,37.8,CT
CTN,UPCOM,VINAVICO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003,250,0.0,0.016,http://www.vinavico.com,,-0.106,-0.088,-0.312,4.9,7.0,CT
